ID,steps,bmi,gender
518,9398,18,male
520,9259,31.6,male
521,9259,30.3,male
522,9259,30.1,male
523,9259,30.1,male
524,9259,29.4,male
526,9259,29.5,male
528,9259,29.3,male
529,9259,29.2,male
530,9259,29.4,male
533,9259,29.1,male
534,9259,29.3,male
535,9259,29.2,male
536,9259,29.4,male
537,9259,29.2,male
540,9259,29.2,male
545,9259,29.3,male
546,9259,29.3,male
548,9259,28.8,male
549,9259,29.2,male
550,9259,28.2,male
552,9259,27.6,male
557,9259,25,male
558,9259,23.3,male
559,9259,23.3,male
561,9259,17.8,male
562,9259,17.8,male
566,9097,31.4,male
567,9097,30.3,male
568,9097,30.1,male
571,9097,29.4,male
572,9097,29.5,male
575,9097,29.4,male
577,9097,29.3,male
579,9097,29.1,male
581,9097,29.2,male
583,9097,29.2,male
584,9097,29.4,male
585,9097,29.3,male
587,9097,29.3,male
589,9097,29.2,male
590,9097,28.2,male
591,9097,29.1,male
593,9097,29.3,male
595,9097,27.5,male
596,9097,26.7,male
597,9097,26.2,male
598,9097,25.1,male
599,9097,25.2,male
600,9097,25.1,male
603,9097,23,male
606,9097,17.5,male
607,9097,17.6,male
608,9097,17.4,male
609,9097,17.5,male
610,9097,17.3,male
611,9097,17.5,male
614,9097,15.8,male
615,9097,15.8,male
616,9097,15.9,male
621,8935,31.4,male
623,8935,30.1,male
624,8935,30.2,male
625,8935,29.5,male
626,8935,29.4,male
627,8935,29.5,male
628,8935,29.4,male
632,8935,29.3,male
634,8935,29.4,male
635,8935,29.2,male
636,8935,29.2,male
641,8935,29.2,male
643,8935,28.9,male
648,8935,26.1,male
650,8935,25.2,male
652,8935,22.8,male
656,8935,16.3,male
657,8796,31.9,male
659,8796,30.2,male
660,8796,30.1,male
662,8796,29,male
663,8796,29,male
664,8796,28.1,male
669,8796,26.1,male
671,8796,25.1,male
672,8796,22.6,male
673,8796,22.6,male
674,8796,22.6,male
676,8796,17.3,male
677,8796,17.2,male
678,8796,17.3,male
679,8796,17.2,male
681,8796,17.3,male
682,8796,17.2,male
683,8796,16.4,male
685,8796,15.9,male
687,8796,15.9,male
691,8634,31.9,male
695,8634,30,male
697,8634,29.5,male
699,8634,28.1,male
703,8634,26.1,male
705,8634,22.4,male
706,8634,22.4,male
707,8634,17.5,male
712,8495,30.2,male
716,8495,29.7,male
717,8495,29.7,male
718,8495,28,male
719,8495,28,male
722,8495,26.1,male
724,8495,22.3,male
726,8495,17.5,male
727,8495,17.5,male
730,8333,31.8,male
734,8333,27.9,male
737,8333,26.1,male
738,8333,25.1,male
739,8333,25.1,male
741,8333,17.4,male
742,8333,17.4,male
743,8333,17.4,male
744,8194,31.9,male
748,8194,28.4,male
750,8194,27.9,male
751,8194,26.7,male
752,8194,26.1,male
753,8194,26.1,male
755,8194,22.1,male
757,8194,22,male
758,8194,17.3,male
767,8032,26.1,male
769,8032,25.1,male
771,8032,23.4,male
774,8032,23.4,male
776,8032,22.5,male
778,8032,22.6,male
783,8032,22.7,male
785,8032,17.7,male
786,7894,32,male
789,7894,29.9,male
792,7894,29.5,male
794,7894,28.4,male
796,7894,28,male
799,7894,26.1,male
802,7894,21.8,male
803,7894,17.7,male
806,7731,31.5,male
807,7731,30.3,male
808,7731,30,male
811,7731,29.4,male
812,7731,29.3,male
814,7731,29.3,male
818,7731,29.1,male
819,7731,29.3,male
820,7731,29.2,male
824,7731,28.1,male
825,7731,26.5,male
827,7731,26.7,male
828,7731,26.5,male
829,7731,26.4,male
831,7731,26.4,male
832,7731,26.3,male
840,7731,25.1,male
843,7731,21.7,male
845,7731,17.6,male
847,7593,32,male
848,7593,31.4,male
850,7593,30,male
851,7593,29.4,male
855,7593,27.7,male
856,7593,27.7,male
857,7593,26.7,male
858,7593,25.2,male
863,7431,32,male
864,7431,31.7,male
866,7431,31.4,male
867,7431,31.4,male
869,7431,30.3,male
871,7431,29.4,male
872,7431,29.3,male
876,7431,29.2,male
878,7431,29.2,male
881,7431,29.1,male
885,7431,29.2,male
887,7431,29.4,male
888,7431,29.3,male
889,7431,29.2,male
890,7431,29.1,male
891,7431,28.1,male
894,7431,26.7,male
896,7431,21.7,male
899,7431,21.6,male
900,7431,17.6,male
902,7431,17.6,male
905,7269,31.9,male
908,7269,31.7,male
910,7269,30.4,male
912,7269,29.4,male
913,7269,29.3,male
914,7269,29.4,male
915,7269,29.3,male
917,7269,29.3,male
920,7269,29,male
921,7269,29.2,male
922,7269,29.2,male
925,7269,28.7,male
929,7269,29,male
932,7269,29.1,male
936,7269,29.1,male
940,7269,29.4,male
944,7269,21.1,male
945,7269,21.1,male
947,7130,31.7,male
949,7130,31.3,male
951,7130,30.4,male
953,7130,29.5,male
954,7130,29.5,male
955,7130,29.4,male
956,7130,29.3,male
957,7130,29.4,male
959,7130,29.2,male
962,7130,29.2,male
963,7130,29.3,male
965,7130,29.2,male
969,7130,29.1,male
971,7130,29.1,male
975,7130,29,male
976,7130,29.3,male
977,7130,28.1,male
980,7130,29,male
981,7130,29,male
982,7130,29.4,male
983,7130,29.3,male
986,7130,27.6,male
987,7130,26.2,male
989,7130,20.9,male
991,7130,20.9,male
992,7130,21.6,male
994,7130,17.7,male
995,7130,17.7,male
999,6968,30.4,male
1000,6968,30.4,male
1001,6968,30,male
1002,6968,29.5,male
1010,6968,29.2,male
1011,6968,29.1,male
1012,6968,29.1,male
1013,6968,28.7,male
1014,6968,29.2,male
1015,6968,28,male
1016,6968,28,male
1019,6968,26.8,male
1020,6968,26.2,male
1022,6968,25.3,male
1024,6968,25.3,male
1025,6968,21.6,male
1026,6968,20.6,male
1027,6968,20.6,male
1028,6968,17.6,male
1029,6829,31.6,male
1033,6829,30.4,male
1034,6829,30,male
1039,6829,26.2,male
1044,6829,20.6,male
1046,6829,20.3,male
1047,6829,20.3,male
1052,6829,17.8,male
1055,6667,31.1,male
1057,6667,30,male
1061,6667,28.9,male
1063,6667,26.4,male
1064,6667,26.3,male
1066,6667,26.3,male
1068,6667,26.3,male
1070,6667,25.4,male
1074,6667,20.8,male
1081,6667,19.8,male
1082,6667,19.9,male
1083,6667,19.9,male
1084,6667,17.9,male
1085,6667,18,male
1086,6528,31.5,male
1087,6528,31,male
1088,6528,31,male
1092,6528,29.9,male
1093,6528,29.5,male
1097,6528,29.2,male
1100,6528,29.2,male
1101,6528,29.3,male
1102,6528,29.2,male
1104,6528,27,male
1106,6528,26.3,male
1107,6528,26.3,male
1109,6528,25,male
1114,6528,21.1,male
1115,6528,21,male
1118,6528,19.2,male
1119,6528,19.2,male
1120,6528,19.3,male
1121,6528,19.3,male
1123,6528,19.4,male
1124,6528,19.2,male
1127,6528,19.3,male
1128,6528,19.2,male
1129,6528,19.4,male
1132,6366,31.4,male
1134,6366,31.3,male
1136,6366,31.3,male
1140,6366,30.9,male
1146,6366,29.4,male
1147,6366,29.4,male
1148,6366,28.1,male
1152,6366,27.5,male
1155,6366,27.1,male
1156,6366,26.4,male
1158,6366,25.5,male
1160,6366,24.9,male
1163,6366,21.3,male
1165,6366,18.1,male
1170,6366,15.7,male
1172,6227,30.9,male
1177,6227,30.8,male
1179,6227,30.2,male
1180,6227,30.2,male
1182,6227,29.6,male
1184,6227,29.3,male
1185,6227,28.3,male
1187,6227,27.9,male
1192,6227,27.3,male
1193,6227,26.9,male
1194,6227,27,male
1196,6227,26.5,male
1198,6227,26.5,male
1200,6227,25.7,male
1201,6227,24.7,male
1206,6227,21.5,male
1209,6227,17.6,male
1210,6227,17.8,male
1211,6227,17.6,male
1213,6227,15.8,male
1214,6065,30.7,male
1217,6065,30.1,male
1218,6065,28.6,male
1219,6065,28.5,male
1221,6065,27.8,male
1225,6065,25.8,male
1226,6065,24.6,male
1228,6065,21.7,male
1230,6065,21.7,male
1231,6065,21.7,male
1233,6065,21.8,male
1234,6065,17.2,male
1235,6065,17.3,male
1238,6065,16,male
1240,6065,15.9,male
1241,5903,30.5,male
1242,5903,30.5,male
1243,5903,29.9,male
1245,5903,28.9,male
1249,5903,27.7,male
1250,5903,27.5,male
1251,5903,27.5,male
1252,5903,26,male
1254,5903,26,male
1255,5903,24.3,male
1257,5903,24.3,male
1258,5903,21.9,male
1262,5903,17.6,male
1263,5903,16.9,male
1266,5764,30.3,male
1267,5764,30.3,male
1268,5764,27.9,male
1270,5764,27.3,male
1271,5764,27.3,male
1273,5764,27.3,male
1275,5764,26.2,male
1276,5764,26.2,male
1279,5764,24.2,male
1280,5764,24.1,male
1282,5764,24.1,male
1283,5764,22.1,male
1289,5764,17.7,male
1291,5602,30.2,male
1292,5602,30.1,male
1295,5602,28.1,male
1296,5602,26.3,male
1299,5602,23.7,male
1303,5602,22.4,male
1306,5602,21,male
1308,5602,17,male
1312,5463,29.9,male
1313,5463,28.3,male
1314,5463,28.2,male
1317,5463,23.4,male
1318,5463,23.4,male
1320,5463,20.8,male
1323,5463,17,male
1325,5301,29.6,male
1327,5301,29.5,male
1328,5301,29.5,male
1334,5301,28.2,male
1339,5301,23.5,male
1341,5301,20.6,male
1344,5301,19.1,male
1345,5301,19.1,male
1346,5301,19.2,male
1348,5301,19.1,male
1351,5301,19.2,male
1352,5301,18.9,male
1356,5301,18.4,male
1358,5301,18.3,male
1360,5301,18.4,male
1362,5301,18.4,male
1363,5301,18.4,male
1364,5301,17.8,male
1366,5301,17.9,male
1367,5301,17,male
1370,5162,28.3,male
1371,5162,28.3,male
1373,5162,23.5,male
1379,5162,19.9,male
1380,5162,19.9,male
1382,5162,19.9,male
1393,5000,26.2,male
1395,5000,17.9,male
1396,5000,17.8,male
1397,5000,18,male
1400,5000,16.9,male
1401,4861,29.8,male
1404,4861,28.6,male
1406,4861,28.5,male
1410,4861,17.7,male
1412,4861,17.2,male
1413,4861,16.8,male
1416,4699,28.9,male
1420,4699,26.2,male
1421,4699,23.6,male
1423,4699,17.1,male
1424,4699,16.8,male
1425,4560,26.2,male
1426,4560,26.2,male
1427,4560,23.6,male
1428,4560,23.6,male
1429,4560,17.6,male
1431,4560,16.8,male
1432,4560,16.7,male
1434,4398,23.6,male
1435,4398,23.6,male
1436,4398,17.3,male
1437,4398,17.3,male
1438,4398,17,male
1439,4398,17,male
1442,4236,23.6,male
1444,4236,17.3,male
1445,4236,16.9,male
1447,4236,16.7,male
1450,4097,23.6,male
1451,4097,23.6,male
1454,4097,17.2,male
1456,3935,29.8,male
1457,3935,29.8,male
1458,3935,29.5,male
1462,3935,23.6,male
1463,3935,17.3,male
1467,3796,29.8,male
1471,3796,23.6,male
1472,3796,17.5,male
1473,3796,17.1,male
1474,3796,17.1,male
1475,3796,17.5,male
1476,3796,16.8,male
1477,3634,29.8,male
1478,3634,29.9,male
1481,3634,23.6,male
1482,3634,17.5,male
1485,3634,17,male
1488,3634,17,male
1490,3634,16.8,male
1492,3495,29.9,male
1495,3495,17.5,male
1496,3495,17.3,male
1497,3495,16.9,male
1498,3495,16.8,male
1499,3333,29.8,male
1501,3333,29.3,male
1502,3333,26.2,male
1504,3333,17.2,male
1507,3333,17.4,male
1509,3194,29.2,male
1512,3194,28.4,male
1516,3194,17,male
1518,3194,17,male
1520,3194,17,male
1522,3032,29.7,male
1523,3032,29,male
1524,3032,29,male
1525,3032,28.4,male
1532,3032,17.1,male
1533,3032,17.2,male
1540,2870,30.6,male
1543,2870,30.6,male
1545,2870,29.7,male
1547,2870,28.8,male
1548,2870,28.8,male
1549,2870,28.4,male
1553,2870,26.3,male
1556,2731,30.1,male
1561,2731,30.1,male
1564,2731,28.6,male
1565,2731,28.7,male
1566,2731,28.4,male
1572,2731,26.9,male
1575,2731,26.8,male
1579,2731,26.8,male
1580,2731,26.3,male
1583,2731,26.3,male
1584,2731,26.3,male
1586,2731,27,male
1589,2569,31.4,male
1592,2569,28.4,male
1593,2569,25.9,male
1596,2569,23.6,male
1598,2431,31.2,male
1599,2431,31.2,male
1600,2431,31.2,male
1601,2431,29.5,male
1602,2431,28.6,male
1603,2431,28.4,male
1605,2431,28.4,male
1610,2269,30.9,male
1611,2269,30.9,male
1618,2269,30.8,male
1620,2269,29.5,male
1621,2269,28.6,male
1624,2269,25.5,male
1627,2130,31.5,male
1628,2130,31.5,male
1630,2130,29.4,male
1634,1968,29.3,male
1635,1968,29.3,male
1638,1968,23.7,male
1639,1968,23.6,male
1641,1829,31.7,male
1645,1829,28.6,male
1647,1829,28.5,male
1648,1829,28.6,male
1650,1667,31.7,male
1651,1667,28.9,male
1655,1667,23.5,male
1657,1667,23.5,male
1658,1667,23.6,male
1663,1528,23.6,male
1664,1528,23.6,male
1665,1366,31.1,male
1673,1366,30.8,male
1675,1366,30.9,male
1678,1366,30.8,male
1680,1366,30.8,male
1685,1204,31.1,male
1687,1204,31.1,male
1688,1204,28.7,male
1689,1204,28.7,male
1693,1065,28.6,male
1699,903,30.2,male
1705,903,23.7,male
1707,764,30.4,male
1708,764,30.4,male
1718,602,30.7,male
1735,602,27.6,male
1739,602,24.2,male
1747,463,28.9,male
1766,301,24.8,male
3,15000,17,female
4,14861,17.2,female
5,14861,17.2,female
9,14699,16.8,female
12,14560,20.4,female
14,14560,20.5,female
15,14560,20.5,female
16,14560,20.5,female
21,14560,19.7,female
23,14560,19.6,female
26,14560,19.7,female
28,14560,19.7,female
31,14560,16.7,female
33,14398,20.9,female
34,14398,19.2,female
35,14398,19.1,female
36,14398,19.2,female
38,14398,17,female
39,14398,17,female
41,14398,16.7,female
44,14259,18.9,female
45,14259,18.9,female
48,14259,17.2,female
53,14097,21.3,female
56,14097,17.6,female
58,14097,17.3,female
59,14097,16.7,female
62,13958,18.5,female
63,13958,18.4,female
64,13958,17.6,female
65,13958,17.4,female
67,13958,16.7,female
70,13796,21.6,female
75,13796,17.8,female
77,13796,17.8,female
79,13796,17.4,female
80,13796,17.7,female
81,13796,16.7,female
83,13657,21.7,female
86,13657,16.7,female
89,13495,17.8,female
90,13495,17.8,female
91,13495,16.8,female
92,13333,21.9,female
95,13333,17,female
98,13333,16.9,female
102,13333,16.8,female
104,13194,22,female
108,13194,17.1,female
109,13194,16.8,female
112,13032,17.7,female
113,13032,17.3,female
114,12894,22.2,female
116,12894,17.8,female
119,12894,17.4,female
121,12894,16.8,female
126,12731,23.7,female
130,12731,23.8,female
131,12731,22.4,female
135,12731,17.4,female
136,12731,16.8,female
138,12593,25.1,female
144,12593,22.5,female
146,12593,17.7,female
147,12593,17.5,female
149,12431,25.4,female
150,12431,25.3,female
151,12431,22.9,female
156,12431,17.6,female
162,12292,25.5,female
164,12292,22.7,female
167,12292,17.7,female
168,12292,17.7,female
174,12130,25.7,female
175,12130,25.7,female
176,12130,22.4,female
177,12130,22.4,female
179,12130,17.8,female
180,12130,17.7,female
185,11968,22.3,female
189,11829,29.7,female
192,11829,28.9,female
194,11829,25.9,female
195,11829,25.9,female
196,11829,22.1,female
197,11829,22.1,female
199,11829,19,female
200,11829,18.2,female
203,11829,17.3,female
205,11829,17.8,female
208,11667,29.5,female
210,11667,28.6,female
211,11667,28.5,female
215,11667,19.2,female
216,11667,19.2,female
219,11667,17.9,female
221,11667,17.3,female
223,11528,29.5,female
228,11528,21.8,female
233,11528,18.1,female
235,11528,18.1,female
237,11528,17.3,female
240,11366,29.4,female
241,11366,29.3,female
245,11366,21.7,female
247,11366,17.8,female
249,11227,29.8,female
250,11227,29.7,female
253,11227,29.5,female
254,11227,29.5,female
258,11227,28.7,female
259,11227,28.7,female
260,11227,28.7,female
262,11227,28.2,female
269,11227,17.7,female
270,11065,30,female
272,11065,29.9,female
274,11065,28.2,female
277,11065,28.3,female
279,11065,21.4,female
281,11065,19.5,female
282,11065,19.5,female
283,11065,17.4,female
284,11065,17.3,female
288,11065,17.4,female
289,11065,17.4,female
293,10926,28.1,female
297,10926,21.3,female
298,10926,21.3,female
300,10926,19.6,female
302,10764,30.3,female
305,10764,27.8,female
306,10764,27.3,female
308,10764,27.3,female
310,10764,26.2,female
311,10764,26.2,female
313,10764,21,female
314,10764,21.1,female
318,10625,30.5,female
320,10625,29.9,female
321,10625,28.9,female
328,10625,26,female
329,10625,25.9,female
330,10625,20.8,female
332,10625,20.8,female
333,10625,19.7,female
334,10463,31.3,female
335,10463,31.4,female
337,10463,30.7,female
338,10463,30.6,female
341,10463,28.6,female
343,10463,28.6,female
347,10463,27.5,female
351,10463,20.3,female
357,10301,31.3,female
360,10301,30.2,female
365,10301,28,female
367,10301,27.9,female
372,10301,27.2,female
375,10301,26.9,female
376,10301,26.9,female
377,10301,26.9,female
379,10301,27,female
383,10301,25.6,female
385,10301,19.5,female
386,10301,19.5,female
387,10301,19.5,female
391,10162,31.2,female
393,10162,30.9,female
397,10162,29.9,female
398,10162,29.5,female
399,10162,29.5,female
401,10162,28.2,female
405,10162,26.4,female
406,10162,25.6,female
407,10162,26.4,female
409,10162,19.1,female
410,10162,19.1,female
411,10162,19.1,female
413,10000,31.2,female
416,10000,30,female
418,10000,29.6,female
419,10000,29.6,female
422,10000,26.9,female
423,10000,25.5,female
428,9861,31.5,female
431,9861,31.1,female
432,9861,30.3,female
433,9861,30.1,female
435,9861,29.6,female
438,9861,29,female
439,9861,29.1,female
442,9861,26.3,female
446,9699,31.5,female
447,9699,31.2,female
448,9699,30.3,female
449,9699,30.1,female
450,9699,29.6,female
452,9699,28.9,female
454,9699,26.8,female
455,9699,26.8,female
457,9699,26.3,female
460,9699,18.3,female
461,9560,31.5,female
463,9560,31.2,female
468,9560,26.8,female
471,9560,24.7,female
472,9560,24.7,female
473,9560,24,female
475,9560,24,female
478,9560,18.1,female
479,9560,18.1,female
483,9398,30.3,female
484,9398,30.1,female
485,9398,30.1,female
491,9398,29.3,female
497,9398,29.1,female
498,9398,29.5,female
500,9398,29.2,female
502,9398,28.1,female
504,9398,28.1,female
506,9398,27.8,female
512,9398,24.9,female
513,9398,23.6,female
517,9398,18,female
519,9259,31.6,female
525,9259,29.4,female
527,9259,29.5,female
531,9259,29.4,female
532,9259,29.1,female
538,9259,29.3,female
539,9259,29.1,female
541,9259,29.5,female
542,9259,29.5,female
543,9259,29.1,female
544,9259,29.5,female
547,9259,29.2,female
551,9259,27.6,female
553,9259,26.7,female
554,9259,26.2,female
555,9259,25.2,female
556,9259,25,female
560,9259,23.3,female
563,9097,31.7,female
564,9097,31.7,female
565,9097,31.7,female
569,9097,30.1,female
570,9097,29.5,female
573,9097,29.4,female
574,9097,29.3,female
576,9097,29.2,female
578,9097,29.4,female
580,9097,29.1,female
582,9097,29.1,female
586,9097,29.2,female
588,9097,28.8,female
592,9097,29.2,female
594,9097,27.6,female
601,9097,23,female
602,9097,23,female
604,9097,17.5,female
605,9097,17.4,female
612,9097,17.4,female
613,9097,15.9,female
617,9097,17.5,female
618,8935,31.8,female
619,8935,31.9,female
620,8935,31.4,female
622,8935,30.2,female
629,8935,29.3,female
630,8935,29.3,female
631,8935,29.3,female
633,8935,29.2,female
637,8935,29.4,female
638,8935,28.9,female
639,8935,29.4,female
640,8935,29.3,female
642,8935,28.2,female
644,8935,28.2,female
645,8935,27.7,female
646,8935,27.6,female
647,8935,26.7,female
649,8935,25.2,female
651,8935,22.7,female
653,8935,17.1,female
654,8935,17.1,female
655,8935,15.5,female
658,8796,31.5,female
661,8796,29.5,female
665,8796,27.8,female
666,8796,26.7,female
667,8796,26.7,female
668,8796,26.1,female
670,8796,25.2,female
675,8796,17.2,female
680,8796,17.3,female
684,8796,16.4,female
686,8796,16.4,female
688,8634,32,female
689,8634,31.9,female
690,8634,31.9,female
692,8634,31.5,female
693,8634,31.5,female
694,8634,30.2,female
696,8634,29.6,female
698,8634,28.4,female
700,8634,27.7,female
701,8634,28.1,female
702,8634,26.7,female
704,8634,25.1,female
708,8634,17.5,female
709,8495,31.8,female
710,8495,31.8,female
711,8495,31.5,female
713,8495,29.9,female
714,8495,29.9,female
715,8495,29.9,female
720,8495,28.4,female
721,8495,26.7,female
723,8495,25.1,female
725,8495,22.3,female
728,8495,15.3,female
729,8333,31.9,female
731,8333,31.5,female
732,8333,28.6,female
733,8333,28.4,female
735,8333,27.9,female
736,8333,26.7,female
740,8333,22.2,female
745,8194,31.5,female
746,8194,30.2,female
747,8194,28.5,female
749,8194,28.4,female
754,8194,25.1,female
756,8194,22.1,female
759,8032,31.9,female
760,8032,31.5,female
761,8032,30.2,female
762,8032,28.4,female
763,8032,28.4,female
764,8032,27.9,female
765,8032,27.9,female
766,8032,26.7,female
768,8032,26.1,female
770,8032,25.1,female
772,8032,23.4,female
773,8032,23.4,female
775,8032,22.6,female
777,8032,22.6,female
779,8032,22.6,female
780,8032,21.9,female
781,8032,21.9,female
782,8032,22.6,female
784,8032,17.7,female
787,7894,31.5,female
788,7894,30.2,female
790,7894,29.9,female
791,7894,29.5,female
793,7894,29.5,female
795,7894,28,female
797,7894,26.7,female
798,7894,26.1,female
800,7894,25.1,female
801,7894,21.8,female
804,7894,17.7,female
805,7731,32,female
809,7731,30,female
810,7731,29.4,female
813,7731,29.3,female
815,7731,29.1,female
816,7731,29.1,female
817,7731,29.1,female
821,7731,28.4,female
822,7731,29.3,female
823,7731,28.4,female
826,7731,26.4,female
830,7731,26.4,female
833,7731,26.3,female
834,7731,26.1,female
835,7731,26.3,female
836,7731,26.5,female
837,7731,26.4,female
838,7731,26.5,female
839,7731,26.6,female
841,7731,26.5,female
842,7731,26.7,female
844,7731,21.7,female
846,7731,17.6,female
849,7593,30.3,female
852,7593,28.8,female
853,7593,28.9,female
