measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.09762060751885505,0.1062901715521694,0.08723593606661843
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,687,Injuries,3,Rate,1990,85.13696875940508,93.8009281660454,75.31974487259944
1,Deaths,44566,European Region,3,Both,22,All ages,294,All causes,1,Number,1990,8483700.986910239,8524111.602013156,8441614.111374818
1,Deaths,44566,European Region,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44566,European Region,3,Both,22,All ages,294,All causes,3,Rate,1990,985.7553404269909,990.4508123335461,980.865097078607
1,Deaths,44566,European Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,533378.3963999053,559894.3007857791,507974.3929591831
1,Deaths,44566,European Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.0628691088750696,0.06578195398486858,0.06003324143583374
1,Deaths,44566,European Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,61.975381208134934,65.05637078979927,59.0235878695252
1,Deaths,44566,European Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,7286647.545469801,7323847.206888743,7253438.583713537
1,Deaths,44566,European Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.8589016487094584,0.8627359645657894,0.8553559072243653
1,Deaths,44566,European Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,846.6648863318899,850.9872646149491,842.8062034938465
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,687,Injuries,1,Number,1990,1120884.2258480694,1231317.287130336,1021375.3549499133
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.10421478279467118,0.11194937228092576,0.10075338554946257
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,687,Injuries,3,Rate,1990,71.70449264654332,78.76904619100817,65.33877445991799
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,7382826.707753958,7425787.122944399,7354794.160855466
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.8676961778377126,0.8729164542614273,0.8649511844695006
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,739.5858908773318,743.8895157894138,736.777687868894
1,Deaths,44563,African Region,3,Both,22,All ages,294,All causes,1,Number,1990,6864880.950617476,7193712.812042425,6534595.978167616
1,Deaths,44563,African Region,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44563,African Region,3,Both,22,All ages,294,All causes,3,Rate,1990,1347.5463801354372,1412.094649467992,1282.7128714060664
1,Deaths,44563,African Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,4789432.065685971,5102129.604483505,4482721.918653688
1,Deaths,44563,African Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.6976622379559242,0.7238463865433661,0.6702211337296562
1,Deaths,44563,African Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,940.1447584373904,1001.5259301598192,879.9388857708035
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,294,All causes,1,Number,1991,12294119.186450189,12776773.628593618,11828365.406158205
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,294,All causes,2,Percent,1991,1.0,1.0,1.0
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,294,All causes,3,Rate,1991,923.6410746318471,959.9022708067248,888.6496030494948
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,6334331.881927128,6800375.815046031,5853423.479808798
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.5151849392582802,0.5438583083535895,0.48529549803111616
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,475.8900591224264,510.90332950669506,439.7600406480973
1,Deaths,44566,European Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1991,7384740.292051578,7423592.009075553,7348214.622062469
1,Deaths,44566,European Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1991,0.8591775983574516,0.8628820849467512,0.8558311139198093
1,Deaths,44566,European Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1991,854.2046769851762,858.6987170026031,849.9796945347715
1,Deaths,44566,European Region,3,Both,22,All ages,687,Injuries,1,Number,1990,663675.0450405299,672799.5390830442,650368.7392815093
1,Deaths,44566,European Region,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.07822924241547245,0.0791720081857426,0.07691627841311804
1,Deaths,44566,European Region,3,Both,22,All ages,687,Injuries,3,Rate,1990,77.1150728869682,78.17528454989461,75.56895970080718
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,687,Injuries,1,Number,1990,538823.7526200345,547463.9870528523,529487.599818818
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.10693601017007053,0.10833886526567227,0.10536981298278625
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,687,Injuries,3,Rate,1990,75.26479105048595,76.47168929142492,73.96068449174176
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,294,All causes,1,Number,1990,3297868.6648470513,3456358.315920674,3152114.4013701053
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,294,All causes,3,Rate,1990,872.1276674272364,914.0405583726995,833.5826740566106
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,1505195.2428370067,1622668.992162288,1391589.7114254427
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.45637425161479694,0.4795102524949066,0.4314621203673363
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,398.0517569273469,429.1179143141025,368.0085571562622
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,4644841.695790296,4985466.310621837,4296557.135406585
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.383631868696317,0.4101742828612682,0.35832815156013376
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,355.2658262866501,381.3188746287226,328.6268985833132
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1991,3665581.6136722914,3706228.493002079,3626368.7485061064
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1991,0.7233581075510048,0.7315404554198996,0.7150847088743524
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1991,504.14750757547756,509.73789542236096,498.7543475474239
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,7748985.177981109,8334637.7247565845,7124367.919673503
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.7204641069477578,0.7333054548250426,0.7079691383933617
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,495.7131502964289,533.1781424564523,455.75553239763593
1,Deaths,44563,African Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1991,1649845.684630273,1855884.0815079517,1454811.3822100048
1,Deaths,44563,African Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1991,0.23570993708724494,0.26215131205954184,0.21131577429040282
1,Deaths,44563,African Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1991,315.1562165281405,354.514007516965,277.90044562993586
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,1470735.990165949,1575015.9651465688,1375055.0632561734
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.4460051408663484,0.47180557113515625,0.42170633029997934
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,388.9389417404842,416.5159803013684,363.6359378663234
1,Deaths,44563,African Region,3,Both,22,All ages,687,Injuries,1,Number,1991,424061.6666321714,466801.4068354451,380591.1712531184
1,Deaths,44563,African Region,3,Both,22,All ages,687,Injuries,2,Percent,1991,0.06058363649821453,0.06593772476101868,0.05502169568602249
1,Deaths,44563,African Region,3,Both,22,All ages,687,Injuries,3,Rate,1991,81.00495196334818,89.1691669219599,72.70114695789012
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,294,All causes,1,Number,1990,12108956.82890648,12592608.01334481,11653657.477475494
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,294,All causes,3,Rate,1990,926.1668825419209,963.1594753852318,891.3428108323297
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,6400884.330692111,6879135.528005166,5951177.15054712
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.5285609245821828,0.5584432307397619,0.4976470086073474
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,489.57867881042756,526.1582476986407,455.18233047286327
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,294,All causes,1,Number,1990,8508542.924851857,8528865.494446814,8488460.157128803
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,294,All causes,3,Rate,1990,852.3562245522346,854.3920688614367,850.3444027601647
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,497888.59272866196,514216.5337409954,469051.87043392286
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.058516107095231445,0.06039070317221049,0.055062650798377175
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,49.87674680541341,51.51242312260451,46.987984303926346
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,294,All causes,1,Number,1991,10828810.103598675,11550980.359105647,10159549.36570611
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,294,All causes,2,Percent,1991,1.0,1.0,1.0
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,294,All causes,3,Rate,1991,683.9736143183353,729.5876194663385,641.701501183245
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,1840964.9708499117,1980096.9392660065,1709565.8400853653
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.17009752972650252,0.18181166344768573,0.15833221071890505
1,Deaths,44568,Western Pacific Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,116.2797623099151,125.06767108238104,107.98027810735758
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,294,All causes,1,Number,1990,14967890.097405097,15699491.992452307,14198605.503442613
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,294,All causes,3,Rate,1990,713.3347696522287,748.2012114743195,676.6724581934893
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,2558731.5121894255,2741268.3243723,2378985.254283158
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.17099056620794417,0.18214134771027873,0.15938159134798452
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,121.94318250412395,130.6424616960588,113.37689462754177
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,687,Injuries,1,Number,1991,1216607.0981881213,1308800.8883468162,1086438.1440196217
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,687,Injuries,2,Percent,1991,0.09896392422909288,0.10563230795792021,0.08856731388665287
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,687,Injuries,3,Rate,1991,91.40209807089644,98.32849679252361,81.62267500784321
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,294,All causes,1,Number,1991,5067517.116720254,5115635.689497173,5023020.380014586
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,294,All causes,2,Percent,1991,1.0,1.0,1.0
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,294,All causes,3,Rate,1991,696.9633725959059,703.5813833484403,690.8434927870021
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,858884.4066495858,902786.6734741491,817198.7116041733
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.16947876256589026,0.17720228453151576,0.1623674905625474
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,118.12707464833518,124.16519375990043,112.39381278879576
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,687,Injuries,1,Number,1990,1750379.3662232787,1861253.57480249,1652408.962210893
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.11694412239780806,0.12258704097172295,0.11443797524956785
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,687,Injuries,3,Rate,1990,83.41900253699481,88.70300900166923,78.74996133451918
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,294,All causes,1,Number,1990,18305094.303782217,18946003.97958383,17726664.99791616
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,294,All causes,2,Percent,1990,1.0,1.0,1.0
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,294,All causes,3,Rate,1990,953.5034074869171,986.8880789683382,923.3733079102329
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,9618887.692263449,10237422.566729512,9029090.494898045
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.5254392683137304,0.5499849553519565,0.500542771736626
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,501.04315435906403,533.2623333846007,470.32090687531604
1,Deaths,44566,European Region,3,Both,22,All ages,294,All causes,1,Number,1991,8595146.709483372,8639196.778675904,8551396.785650598
1,Deaths,44566,European Region,3,Both,22,All ages,294,All causes,2,Percent,1991,1.0,1.0,1.0
1,Deaths,44566,European Region,3,Both,22,All ages,294,All causes,3,Rate,1991,994.2143160426215,999.3096577388321,989.1536926384472
1,Deaths,44566,European Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,524075.2756249039,549672.1569500365,499109.3953197999
1,Deaths,44566,European Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.06097153089282063,0.06370304988584162,0.05816320834714179
1,Deaths,44566,European Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,60.62062223270417,63.58145428358846,57.732779075291354
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1991,4743180.2063349355,5068420.990141987,4413248.570288963
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1991,0.3858511365126266,0.4111397872951268,0.3618154089866825
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1991,356.34891743852364,380.78383160469986,331.5615856865744
1,Deaths,44563,African Region,3,Both,22,All ages,687,Injuries,1,Number,1992,413847.18673357664,456207.1515668344,370972.98283473065
1,Deaths,44563,African Region,3,Both,22,All ages,687,Injuries,2,Percent,1992,0.057889223949678666,0.06321655536170287,0.05221360836413073
1,Deaths,44563,African Region,3,Both,22,All ages,687,Injuries,3,Rate,1992,77.04315341844878,84.92902379298816,69.06155060813629
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,10658779.218992405,11266921.952457123,10033168.718832094
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.7120653113942488,0.7233503322743157,0.7006701425117378
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,507.97258461110954,536.9552504289818,478.15744572916145
1,Deaths,44566,European Region,3,Both,22,All ages,687,Injuries,1,Number,1991,686331.1418068841,695830.1988824365,673011.1412373314
1,Deaths,44566,European Region,3,Both,22,All ages,687,Injuries,2,Percent,1991,0.0798508707497281,0.08083472437174904,0.07845284736651231
1,Deaths,44566,European Region,3,Both,22,All ages,687,Injuries,3,Rate,1991,79.38901682473974,80.48778789318476,77.84827113376356
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1991,7433061.170333285,7476844.409575401,7404710.704351569
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1991,0.8676562593817286,0.8728775057560539,0.8648109080876589
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1991,739.3926959290538,743.7479684820286,736.572575524727
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,294,All causes,1,Number,1992,5105373.309920634,5150610.680049579,5060328.624066202
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,294,All causes,2,Percent,1992,1.0,1.0,1.0
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,294,All causes,3,Rate,1992,691.4743842452333,697.601356898536,685.3735088490719
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1992,838760.0168517609,881726.5066498591,798833.9757781967
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1992,0.1642811609951442,0.17163282812495456,0.15735217586555292
1,Deaths,44564,Region of the Americas,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1992,113.60208763874093,119.42149109325166,108.19448412166886
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,687,Injuries,1,Number,1990,627827.6243692151,637490.5171742337,612475.2040189374
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.07378771506705686,0.07484394767199301,0.07201278866390247
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,687,Injuries,3,Rate,1990,62.893586869488516,63.86158184845053,61.35563481787697
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,687,Injuries,1,Number,1990,1460616.5833253425,1573719.5673367756,1307197.7586571004
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,687,Injuries,2,Percent,1990,0.07979203053322988,0.0852904683646276,0.07134485985306172
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,687,Injuries,3,Rate,1990,76.08280329617614,81.97428240369186,68.09129177123505
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1990,1188784.6626919685,1344646.4321354348,1037385.7483607286
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1990,0.24572691959912138,0.27167154487077655,0.21890652609866143
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1990,359.5220460817899,406.65904575450725,313.734739799026
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1991,1499193.2828158527,1603058.314300073,1406938.692846205
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1991,0.4570906184784025,0.48258292261367086,0.43324991616102926
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,409,Non-communicable diseases,3,Rate,1991,386.38865747782387,413.15790099971446,362.6117852271779
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,294,All causes,1,Number,1991,3280191.1100138268,3434789.142790129,3136085.062481864
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,294,All causes,2,Percent,1991,1.0,1.0,1.0
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,294,All causes,3,Rate,1991,845.4070958004793,885.2518089657826,808.2664929985986
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,1490558.610338806,1602528.9679662436,1378502.5584487584
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.45436826288667415,0.4768588363349199,0.43031942270109724
1,Deaths,44567,Eastern Mediterranean Region,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,384.1632342822904,413.02147201379677,355.2829104785856
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,1,Number,1992,4843031.776931184,5166931.7647592,4488056.151599273
1,Deaths,44565,South-East Asia Region,3,Both,22,All ages,409,Non-communicable diseases,2,Percent,1992,0.39716891052341896,0.42257344267470315,0.37111420910008475
